time x1 x2 x3 theta gamma beta w1 w2 w3 u1 u2 u3 p3 fi3 q3 sy3
3.910000 3.370165 0.046162 0.257298 1.501140 -0.014886 -0.000533 0.000227 -0.001199 -0.000000 -0.000135 -0.000835 0.314675 2.196534 6.745386 -2.196481 -7.001337
3.915000 3.371734 0.046182 0.257408 1.501134 -0.014885 -0.000533 0.000227 -0.001197 -0.000000 -0.000120 -0.000837 0.314601 2.197414 6.756371 -2.197361 -7.012322
3.920000 3.373303 0.046201 0.257518 1.501128 -0.014884 -0.000533 0.000226 -0.001195 -0.000000 -0.000105 -0.000838 0.314528 2.198293 6.767360 -2.198241 -7.023311
3.925000 3.374871 0.046220 0.257628 1.501122 -0.014883 -0.000533 0.000226 -0.001192 -0.000000 -0.000090 -0.000839 0.314454 2.199171 6.778354 -2.199120 -7.034304
3.930000 3.376440 0.046239 0.257738 1.501116 -0.014882 -0.000533 0.000226 -0.001190 -0.000000 -0.000076 -0.000840 0.314381 2.200049 6.789352 -2.199998 -7.045302
3.935000 3.378007 0.046258 0.257848 1.501110 -0.014881 -0.000533 0.000226 -0.001189 -0.000000 -0.000063 -0.000841 0.314307 2.200927 6.800355 -2.200875 -7.056304
3.940000 3.379575 0.046278 0.257958 1.501104 -0.014880 -0.000533 0.000226 -0.001187 -0.000000 -0.000051 -0.000843 0.314234 2.201804 6.811361 -2.201753 -7.067311
3.945000 3.381142 0.046297 0.258067 1.501098 -0.014878 -0.000533 0.000226 -0.001185 -0.000000 -0.000039 -0.000844 0.314161 2.202680 6.822373 -2.202629 -7.078322
3.950000 3.382708 0.046316 0.258177 1.501092 -0.014877 -0.000534 0.000226 -0.001182 -0.000000 -0.000028 -0.000845 0.314088 2.203556 6.833388 -2.203505 -7.089337
3.955000 3.384275 0.046335 0.258286 1.501086 -0.014876 -0.000534 0.000227 -0.001180 -0.000000 -0.000017 -0.000846 0.314015 2.204431 6.844408 -2.204380 -7.100357
3.960000 3.385841 0.046354 0.258396 1.501080 -0.014875 -0.000534 0.000227 -0.001178 -0.000000 -0.000007 -0.000847 0.313941 2.205305 6.855433 -2.205255 -7.111381
3.965000 3.387406 0.046373 0.258505 1.501074 -0.014874 -0.000534 0.000227 -0.001176 -0.000000 0.000002 -0.000848 0.313868 2.206179 6.866461 -2.206129 -7.122409
3.970000 3.388972 0.046392 0.258614 1.501069 -0.014873 -0.000534 0.000227 -0.001174 -0.000000 0.000011 -0.000849 0.313795 2.207053 6.877494 -2.207003 -7.133442
3.975000 3.390536 0.046411 0.258723 1.501063 -0.014872 -0.000534 0.000227 -0.001171 -0.000000 0.000019 -0.000850 0.313722 2.207926 6.888532 -2.207876 -7.144479
3.980000 3.392101 0.046430 0.258833 1.501057 -0.014871 -0.000534 0.000227 -0.001170 -0.000000 0.000027 -0.000851 0.313650 2.208798 6.899574 -2.208748 -7.155521
3.985000 3.393665 0.046450 0.258942 1.501051 -0.014869 -0.000534 0.000227 -0.001168 -0.000000 0.000034 -0.000852 0.313577 2.209670 6.910620 -2.209620 -7.166567
3.990000 3.395229 0.046469 0.259051 1.501045 -0.014868 -0.000534 0.000227 -0.001165 -0.000000 0.000040 -0.000853 0.313504 2.210541 6.921670 -2.210491 -7.177617
3.995000 3.396792 0.046488 0.259160 1.501039 -0.014867 -0.000534 0.000227 -0.001163 -0.000000 0.000047 -0.000854 0.313431 2.211412 6.932725 -2.211362 -7.188672
4.000000 3.398355 0.046507 0.259269 1.501034 -0.014866 -0.000534 0.000227 -0.001162 -0.000000 0.000052 -0.000855 0.313358 2.212282 6.943784 -2.212232 -7.199731
4.005000 3.399918 0.046526 0.259378 1.501028 -0.014865 -0.000534 0.000227 -0.001159 -0.000000 0.000057 -0.000856 0.313286 2.213151 6.954848 -2.213101 -7.210794
4.010000 3.401481 0.046545 0.259487 1.501022 -0.014864 -0.000535 0.000227 -0.001156 -0.000000 0.000062 -0.000857 0.313213 2.214020 6.965916 -2.213970 -7.221862
4.015000 3.403042 0.046564 0.259595 1.501016 -0.014863 -0.000535 0.000228 -0.001154 -0.000000 0.000066 -0.000858 0.313141 2.214889 6.976988 -2.214838 -7.232934
4.020000 3.404604 0.046583 0.259704 1.501010 -0.014861 -0.000535 0.000228 -0.001151 -0.000000 0.000070 -0.000858 0.313068 2.215757 6.988065 -2.215706 -7.244010
4.025000 3.406165 0.046602 0.259813 1.501005 -0.014860 -0.000535 0.000228 -0.001149 -0.000000 0.000074 -0.000859 0.312996 2.216624 6.999146 -2.216573 -7.255091
4.030000 3.407726 0.046621 0.259922 1.500999 -0.014859 -0.000535 0.000228 -0.001147 -0.000000 0.000077 -0.000860 0.312923 2.217491 7.010231 -2.217440 -7.266176
4.035000 3.409287 0.046639 0.260031 1.500993 -0.014858 -0.000535 0.000228 -0.001144 -0.000000 0.000079 -0.000861 0.312851 2.218357 7.021321 -2.218306 -7.277265
4.040000 3.410847 0.046658 0.260139 1.500987 -0.014857 -0.000535 0.000228 -0.001141 -0.000000 0.000082 -0.000861 0.312778 2.219222 7.032415 -2.219171 -7.288359
4.045000 3.412407 0.046677 0.260248 1.500982 -0.014856 -0.000535 0.000228 -0.001138 -0.000000 0.000084 -0.000862 0.312706 2.220087 7.043513 -2.220036 -7.299457
4.050000 3.413966 0.046696 0.260357 1.500976 -0.014855 -0.000535 0.000228 -0.001137 -0.000000 0.000085 -0.000863 0.312634 2.220952 7.054615 -2.220900 -7.310559
4.055000 3.415525 0.046715 0.260465 1.500970 -0.014854 -0.000535 0.000228 -0.001135 -0.000000 0.000086 -0.000863 0.312562 2.221816 7.065722 -2.221764 -7.321666
4.060000 3.417084 0.046734 0.260574 1.500965 -0.014852 -0.000535 0.000228 -0.001133 -0.000000 0.000087 -0.000864 0.312490 2.222679 7.076834 -2.222627 -7.332777
4.065000 3.418643 0.046753 0.260682 1.500959 -0.014851 -0.000536 0.000228 -0.001130 -0.000000 0.000088 -0.000864 0.312418 2.223542 7.087949 -2.223490 -7.343892
4.070000 3.420201 0.046772 0.260791 1.500953 -0.014850 -0.000536 0.000228 -0.001128 -0.000000 0.000088 -0.000865 0.312346 2.224404 7.099069 -2.224352 -7.355012
4.075000 3.421758 0.046791 0.260899 1.500948 -0.014849 -0.000536 0.000228 -0.001126 -0.000000 0.000088 -0.000865 0.312274 2.225265 7.110193 -2.225213 -7.366136
4.080000 3.423316 0.046810 0.261008 1.500942 -0.014848 -0.000536 0.000228 -0.001123 -0.000000 0.000088 -0.000866 0.312202 2.226126 7.121322 -2.226074 -7.377264
4.085000 3.424872 0.046828 0.261116 1.500937 -0.014847 -0.000536 0.000228 -0.001120 -0.000000 0.000088 -0.000866 0.312130 2.226987 7.132454 -2.226934 -7.388396
4.090000 3.426429 0.046847 0.261225 1.500931 -0.014846 -0.000536 0.000228 -0.001118 -0.000000 0.000087 -0.000867 0.312058 2.227847 7.143592 -2.227793 -7.399533
4.095000 3.427985 0.046866 0.261333 1.500925 -0.014844 -0.000536 0.000228 -0.001116 -0.000000 0.000086 -0.000867 0.311986 2.228706 7.154733 -2.228652 -7.410674
4.100000 3.429541 0.046885 0.261442 1.500920 -0.014843 -0.000536 0.000228 -0.001113 -0.000000 0.000085 -0.000867 0.311915 2.229565 7.165879 -2.229511 -7.421820
4.105000 3.431097 0.046904 0.261550 1.500914 -0.014842 -0.000536 0.000228 -0.001111 -0.000000 0.000083 -0.000868 0.311843 2.230423 7.177029 -2.230369 -7.432969
4.110000 3.432652 0.046922 0.261659 1.500909 -0.014841 -0.000536 0.000229 -0.001108 -0.000000 0.000082 -0.000868 0.311772 2.231281 7.188183 -2.231226 -7.444123
4.115000 3.434207 0.046941 0.261767 1.500903 -0.014840 -0.000536 0.000229 -0.001105 -0.000000 0.000080 -0.000868 0.311700 2.232138 7.199341 -2.232083 -7.455282
4.120000 3.435761 0.046960 0.261876 1.500898 -0.014839 -0.000536 0.000229 -0.001104 -0.000000 0.000078 -0.000868 0.311628 2.232994 7.210504 -2.232939 -7.466444
4.125000 3.437315 0.046979 0.261984 1.500892 -0.014838 -0.000537 0.000228 -0.001102 -0.000000 0.000076 -0.000868 0.311557 2.233850 7.221671 -2.233795 -7.477611
4.130000 3.438869 0.046998 0.262092 1.500887 -0.014836 -0.000537 0.000228 -0.001099 -0.000000 0.000073 -0.000869 0.311486 2.234705 7.232843 -2.234650 -7.488782
4.135000 3.440422 0.047016 0.262201 1.500881 -0.014835 -0.000537 0.000228 -0.001097 -0.000000 0.000070 -0.000869 0.311414 2.235560 7.244018 -2.235504 -7.499958
4.140000 3.441975 0.047035 0.262309 1.500876 -0.014834 -0.000537 0.000228 -0.001095 -0.000000 0.000068 -0.000869 0.311343 2.236414 7.255198 -2.236358 -7.511137
4.145000 3.443528 0.047054 0.262418 1.500870 -0.014833 -0.000537 0.000228 -0.001093 -0.000000 0.000065 -0.000869 0.311272 2.237268 7.266383 -2.237211 -7.522321
4.150000 3.445080 0.047073 0.262526 1.500865 -0.014832 -0.000537 0.000228 -0.001090 -0.000000 0.000062 -0.000869 0.311201 2.238121 7.277571 -2.238064 -7.533509
4.155000 3.446632 0.047091 0.262635 1.500859 -0.014831 -0.000537 0.000229 -0.001088 -0.000000 0.000058 -0.000869 0.311129 2.238973 7.288764 -2.238916 -7.544702
4.160000 3.448184 0.047110 0.262743 1.500854 -0.014830 -0.000537 0.000229 -0.001085 -0.000000 0.000055 -0.000869 0.311058 2.239825 7.299961 -2.239768 -7.555899
4.165000 3.449735 0.047129 0.262851 1.500848 -0.014828 -0.000537 0.000229 -0.001084 -0.000000 0.000051 -0.000868 0.310987 2.240677 7.311162 -2.240619 -7.567100
4.170000 3.451286 0.047147 0.262960 1.500843 -0.014827 -0.000537 0.000228 -0.001082 -0.000000 0.000048 -0.000868 0.310916 2.241527 7.322367 -2.241469 -7.578305
4.175000 3.452836 0.047166 0.263068 1.500838 -0.014826 -0.000537 0.000229 -0.001079 -0.000000 0.000044 -0.000868 0.310845 2.242378 7.333577 -2.242319 -7.589514
4.180000 3.454386 0.047185 0.263177 1.500832 -0.014825 -0.000537 0.000229 -0.001077 -0.000000 0.000040 -0.000868 0.310775 2.243227 7.344791 -2.243168 -7.600728
4.185000 3.455936 0.047204 0.263285 1.500827 -0.014824 -0.000537 0.000229 -0.001075 -0.000000 0.000036 -0.000868 0.310704 2.244076 7.356010 -2.244017 -7.611946
4.190000 3.457486 0.047222 0.263393 1.500821 -0.014823 -0.000538 0.000229 -0.001072 -0.000000 0.000032 -0.000867 0.310633 2.244925 7.367232 -2.244865 -7.623168
4.195000 3.459035 0.047241 0.263502 1.500816 -0.014822 -0.000538 0.000229 -0.001071 -0.000000 0.000027 -0.000867 0.310562 2.245773 7.378459 -2.245713 -7.634395
4.200000 3.460584 0.047260 0.263610 1.500811 -0.014821 -0.000538 0.000228 -0.001069 -0.000000 0.000023 -0.000867 0.310491 2.246620 7.389690 -2.246560 -7.645625
4.205000 3.462132 0.047278 0.263719 1.500805 -0.014819 -0.000538 0.000228 -0.001067 -0.000000 0.000019 -0.000866 0.310421 2.247467 7.400925 -2.247407 -7.656860
4.210000 3.463680 0.047297 0.263827 1.500800 -0.014818 -0.000538 0.000228 -0.001065 -0.000000 0.000014 -0.000866 0.310350 2.248314 7.412164 -2.248253 -7.668099
4.215000 3.465228 0.047316 0.263936 1.500795 -0.014817 -0.000538 0.000228 -0.001064 -0.000000 0.000009 -0.000865 0.310280 2.249159 7.423408 -2.249098 -7.679343
4.220000 3.466775 0.047334 0.264044 1.500789 -0.014816 -0.000538 0.000228 -0.001062 -0.000000 0.000005 -0.000865 0.310209 2.250005 7.434656 -2.249943 -7.690590
4.225000 3.468322 0.047353 0.264153 1.500784 -0.014815 -0.000538 0.000228 -0.001059 -0.000000 -0.000000 -0.000864 0.310139 2.250849 7.445908 -2.250787 -7.701842
4.230000 3.469868 0.047372 0.264261 1.500779 -0.014814 -0.000538 0.000228 -0.001057 -0.000000 -0.000005 -0.000864 0.310068 2.251693 7.457164 -2.251631 -7.713098
4.235000 3.471415 0.047390 0.264370 1.500774 -0.014813 -0.000538 0.000228 -0.001056 -0.000000 -0.000010 -0.000863 0.309998 2.252537 7.468425 -2.252475 -7.724358
4.240000 3.472961 0.047409 0.264478 1.500768 -0.014811 -0.000538 0.000228 -0.001054 -0.000000 -0.000015 -0.000863 0.309928 2.253380 7.479690 -2.253318 -7.735623
4.245000 3.474506 0.047427 0.264587 1.500763 -0.014810 -0.000538 0.000228 -0.001053 -0.000000 -0.000020 -0.000862 0.309857 2.254222 7.490959 -2.254160 -7.746892
4.250000 3.476051 0.047446 0.264695 1.500758 -0.014809 -0.000539 0.000228 -0.001051 -0.000000 -0.000025 -0.000861 0.309787 2.255064 7.502232 -2.255002 -7.758165
4.255000 3.477596 0.047465 0.264804 1.500752 -0.014808 -0.000539 0.000228 -0.001049 -0.000000 -0.000031 -0.000861 0.309717 2.255906 7.513510 -2.255843 -7.769442
4.260000 3.479141 0.047483 0.264912 1.500747 -0.014807 -0.000539 0.000228 -0.001047 -0.000000 -0.000036 -0.000860 0.309647 2.256747 7.524791 -2.256684 -7.780723
4.265000 3.480685 0.047502 0.265021 1.500742 -0.014806 -0.000539 0.000228 -0.001046 -0.000000 -0.000041 -0.000859 0.309577 2.257587 7.536077 -2.257524 -7.792008
4.270000 3.482229 0.047521 0.265129 1.500737 -0.014805 -0.000539 0.000228 -0.001045 -0.000000 -0.000047 -0.000859 0.309506 2.258427 7.547367 -2.258364 -7.803298
4.275000 3.483772 0.047539 0.265238 1.500732 -0.014803 -0.000539 0.000228 -0.001043 -0.000000 -0.000053 -0.000858 0.309436 2.259266 7.558661 -2.259203 -7.814592
4.280000 3.485315 0.047558 0.265346 1.500726 -0.014802 -0.000539 0.000228 -0.001042 -0.000000 -0.000058 -0.000857 0.309366 2.260105 7.569960 -2.260042 -7.825890
4.285000 3.486858 0.047576 0.265455 1.500721 -0.014801 -0.000539 0.000227 -0.001041 -0.000000 -0.000064 -0.000856 0.309297 2.260943 7.581262 -2.260880 -7.837193
4.290000 3.488400 0.047595 0.265564 1.500716 -0.014800 -0.000539 0.000227 -0.001040 -0.000000 -0.000070 -0.000856 0.309227 2.261780 7.592569 -2.261718 -7.848499
4.295000 3.489942 0.047614 0.265672 1.500711 -0.014799 -0.000539 0.000227 -0.001038 -0.000000 -0.000077 -0.000855 0.309157 2.262617 7.603880 -2.262555 -7.859810
4.300000 3.491484 0.047632 0.265781 1.500706 -0.014798 -0.000539 0.000227 -0.001036 -0.000000 -0.000083 -0.000854 0.309087 2.263454 7.615195 -2.263392 -7.871125
4.305000 3.493025 0.047651 0.265889 1.500700 -0.014797 -0.000539 0.000227 -0.001035 -0.000000 -0.000090 -0.000854 0.309017 2.264290 7.626515 -2.264228 -7.882444
4.310000 3.494566 0.047669 0.265998 1.500695 -0.014796 -0.000539 0.000228 -0.001033 -0.000000 -0.000097 -0.000853 0.308947 2.265125 7.637838 -2.265064 -7.893767
4.315000 3.496107 0.047688 0.266107 1.500690 -0.014794 -0.000540 0.000227 -0.001032 -0.000000 -0.000104 -0.000853 0.308878 2.265960 7.649166 -2.265899 -7.905094
4.320000 3.497647 0.047707 0.266216 1.500685 -0.014793 -0.000540 0.000227 -0.001032 -0.000000 -0.000112 -0.000852 0.308808 2.266794 7.660498 -2.266734 -7.916426
4.325000 3.499187 0.047725 0.266324 1.500680 -0.014792 -0.000540 0.000227 -0.001031 -0.000000 -0.000120 -0.000852 0.308738 2.267628 7.671834 -2.267568 -7.927762
4.330000 3.500727 0.047744 0.266433 1.500675 -0.014791 -0.000540 0.000227 -0.001030 -0.000000 -0.000129 -0.000852 0.308669 2.268461 7.683174 -2.268402 -7.939101
4.335000 3.502266 0.047762 0.266542 1.500669 -0.014790 -0.000540 0.000226 -0.001029 -0.000000 -0.000138 -0.000852 0.308599 2.269293 7.694518 -2.269236 -7.950446
4.340000 3.503805 0.047781 0.266651 1.500664 -0.014789 -0.000540 0.000226 -0.001028 -0.000000 -0.000148 -0.000852 0.308530 2.270125 7.705867 -2.270069 -7.961794
4.345000 3.505343 0.047799 0.266759 1.500659 -0.014788 -0.000540 0.000226 -0.001027 -0.000000 -0.000159 -0.000853 0.308460 2.270956 7.717220 -2.270902 -7.973146
4.350000 3.506882 0.047818 0.266868 1.500654 -0.014786 -0.000540 0.000226 -0.001026 -0.000000 -0.000171 -0.000854 0.308391 2.271787 7.728577 -2.271734 -7.984503
4.355000 3.508419 0.047836 0.266977 1.500649 -0.014785 -0.000540 0.000227 -0.001025 -0.000000 -0.000183 -0.000855 0.308321 2.272617 7.739938 -2.272566 -7.995864
4.360000 3.509957 0.047855 0.267086 1.500644 -0.014784 -0.000540 0.000227 -0.001024 -0.000000 -0.000197 -0.000857 0.308252 2.273446 7.751303 -2.273397 -8.007229
4.365000 3.511494 0.047873 0.267195 1.500639 -0.014783 -0.000540 0.000226 -0.001024 -0.000000 -0.000212 -0.000859 0.308182 2.274275 7.762672 -2.274228 -8.018598
4.370000 3.513031 0.047892 0.267304 1.500633 -0.014782 -0.000540 0.000226 -0.001023 -0.000000 -0.000227 -0.000861 0.308113 2.275103 7.774045 -2.275059 -8.029971
4.375000 3.514567 0.047910 0.267414 1.500628 -0.014781 -0.000540 0.000226 -0.001022 -0.000000 -0.000244 -0.000863 0.308043 2.275931 7.785423 -2.275889 -8.041348
4.380000 3.516103 0.047929 0.267523 1.500623 -0.014780 -0.000540 0.000226 -0.001022 -0.000000 -0.000262 -0.000866 0.307974 2.276758 7.796805 -2.276719 -8.052730
4.385000 3.517639 0.047947 0.267632 1.500618 -0.014779 -0.000541 0.000226 -0.001021 -0.000000 -0.000281 -0.000870 0.307905 2.277585 7.808191 -2.277548 -8.064115
4.390000 3.519174 0.047966 0.267742 1.500613 -0.014777 -0.000541 0.000226 -0.001020 -0.000000 -0.000301 -0.000873 0.307835 2.278411 7.819581 -2.278377 -8.075505
4.395000 3.520709 0.047984 0.267851 1.500608 -0.014776 -0.000541 0.000225 -0.001020 -0.000000 -0.000322 -0.000877 0.307766 2.279237 7.830975 -2.279205 -8.086899
4.400000 3.522244 0.048002 0.267961 1.500603 -0.014775 -0.000541 0.000225 -0.001020 -0.000000 -0.000345 -0.000881 0.307697 2.280062 7.842373 -2.280033 -8.098297
4.405000 3.523778 0.048021 0.268070 1.500598 -0.014774 -0.000541 0.000225 -0.001019 -0.000000 -0.000369 -0.000885 0.307628 2.280887 7.853775 -2.280860 -8.109699
4.410000 3.525312 0.048039 0.268180 1.500593 -0.014773 -0.000541 0.000225 -0.001019 -0.000000 -0.000394 -0.000889 0.307558 2.281711 7.865182 -2.281687 -8.121106
4.415000 3.526846 0.048057 0.268290 1.500588 -0.014772 -0.000541 0.000224 -0.001019 -0.000000 -0.000421 -0.000893 0.307489 2.282535 7.876592 -2.282513 -8.132516
4.420000 3.528379 0.048075 0.268400 1.500582 -0.014771 -0.000541 0.000225 -0.001019 -0.000000 -0.000449 -0.000897 0.307420 2.283359 7.888007 -2.283339 -8.143931
4.425000 3.529912 0.048094 0.268510 1.500577 -0.014770 -0.000541 0.000225 -0.001018 -0.000000 -0.000478 -0.000901 0.307351 2.284183 7.899426 -2.284163 -8.155350
4.430000 3.531444 0.048112 0.268620 1.500572 -0.014768 -0.000541 0.000225 -0.001018 -0.000000 -0.000508 -0.000904 0.307282 2.285006 7.910849 -2.284988 -8.166773
4.435000 3.532977 0.048130 0.268731 1.500567 -0.014767 -0.000541 0.000225 -0.001018 -0.000000 -0.000539 -0.000908 0.307213 2.285828 7.922276 -2.285812 -8.178200
4.440000 3.534508 0.048148 0.268841 1.500562 -0.014766 -0.000541 0.000224 -0.001018 -0.000000 -0.000571 -0.000910 0.307144 2.286651 7.933707 -2.286635 -8.189631
4.445000 3.536040 0.048166 0.268952 1.500557 -0.014765 -0.000541 0.000224 -0.001018 -0.000000 -0.000605 -0.000913 0.307075 2.287473 7.945143 -2.287457 -8.201066
4.450000 3.537571 0.048184 0.269063 1.500552 -0.014764 -0.000542 0.000224 -0.001018 -0.000000 -0.000638 -0.000915 0.307006 2.288295 7.956582 -2.288279 -8.212505
4.455000 3.539102 0.048202 0.269174 1.500547 -0.014763 -0.000542 0.000224 -0.001018 -0.000000 -0.000673 -0.000916 0.306937 2.289117 7.968026 -2.289101 -8.223949
4.460000 3.540632 0.048221 0.269285 1.500542 -0.014762 -0.000542 0.000224 -0.001018 -0.000000 -0.000708 -0.000916 0.306868 2.289938 7.979473 -2.289921 -8.235396
4.465000 3.542162 0.048239 0.269396 1.500537 -0.014761 -0.000542 0.000224 -0.001018 -0.000000 -0.000743 -0.000916 0.306799 2.290759 7.990925 -2.290742 -8.246848
4.470000 3.543692 0.048257 0.269508 1.500532 -0.014760 -0.000542 0.000224 -0.001018 -0.000000 -0.000778 -0.000914 0.306730 2.291580 8.002381 -2.291561 -8.258304
4.475000 3.545221 0.048275 0.269619 1.500526 -0.014758 -0.000542 0.000224 -0.001019 -0.000000 -0.000814 -0.000912 0.306662 2.292401 8.013841 -2.292380 -8.269764
4.480000 3.546750 0.048293 0.269731 1.500521 -0.014757 -0.000542 0.000224 -0.001019 -0.000000 -0.000849 -0.000908 0.306593 2.293222 8.025305 -2.293199 -8.281228
4.485000 3.548279 0.048311 0.269843 1.500516 -0.014756 -0.000542 0.000224 -0.001019 -0.000000 -0.000883 -0.000904 0.306524 2.294043 8.036773 -2.294016 -8.292696
4.490000 3.549807 0.048329 0.269955 1.500511 -0.014755 -0.000542 0.000223 -0.001020 -0.000000 -0.000917 -0.000898 0.306456 2.294863 8.048245 -2.294833 -8.304168
4.495000 3.551335 0.048347 0.270067 1.500506 -0.014754 -0.000542 0.000223 -0.001020 -0.000000 -0.000950 -0.000890 0.306387 2.295683 8.059722 -2.295650 -8.315644
4.500000 3.552862 0.048365 0.270180 1.500501 -0.014753 -0.000542 0.000223 -0.001021 -0.000000 -0.000982 -0.000882 0.306319 2.296502 8.071202 -2.296466 -8.327124
4.505000 3.554389 0.048384 0.270292 1.500496 -0.014752 -0.000542 0.000222 -0.001021 -0.000000 -0.001014 -0.000873 0.306250 2.297322 8.082687 -2.297282 -8.338609
4.510000 3.555916 0.048402 0.270405 1.500491 -0.014751 -0.000542 0.000223 -0.001022 -0.000000 -0.001044 -0.000862 0.306182 2.298141 8.094175 -2.298097 -8.350097
4.515000 3.557443 0.048420 0.270518 1.500486 -0.014749 -0.000543 0.000223 -0.001022 -0.000000 -0.001074 -0.000851 0.306113 2.298959 8.105668 -2.298912 -8.361590
4.520000 3.558969 0.048438 0.270631 1.500481 -0.014748 -0.000543 0.000223 -0.001023 -0.000000 -0.001103 -0.000840 0.306045 2.299777 8.117165 -2.299727 -8.373086
4.525000 3.560495 0.048457 0.270744 1.500475 -0.014747 -0.000543 0.000223 -0.001023 -0.000000 -0.001131 -0.000828 0.305977 2.300594 8.128666 -2.300541 -8.384587
4.530000 3.562020 0.048475 0.270857 1.500470 -0.014746 -0.000543 0.000223 -0.001024 -0.000000 -0.001157 -0.000816 0.305909 2.301410 8.140171 -2.301355 -8.396092
4.535000 3.563545 0.048494 0.270970 1.500465 -0.014745 -0.000543 0.000222 -0.001025 -0.000000 -0.001183 -0.000804 0.305840 2.302226 8.151680 -2.302170 -8.407600
4.540000 3.565070 0.048512 0.271084 1.500460 -0.014744 -0.000543 0.000223 -0.001025 -0.000000 -0.001207 -0.000793 0.305772 2.303042 8.163193 -2.302984 -8.419113
4.545000 3.566594 0.048531 0.271197 1.500455 -0.014743 -0.000543 0.000223 -0.001026 -0.000000 -0.001230 -0.000782 0.305704 2.303856 8.174710 -2.303797 -8.430630
4.550000 3.568118 0.048550 0.271311 1.500450 -0.014742 -0.000543 0.000222 -0.001026 -0.000000 -0.001252 -0.000771 0.305636 2.304670 8.186232 -2.304611 -8.442151
4.555000 3.569642 0.048568 0.271425 1.500445 -0.014741 -0.000543 0.000222 -0.001027 -0.000000 -0.001272 -0.000761 0.305568 2.305483 8.197757 -2.305424 -8.453676
4.560000 3.571165 0.048587 0.271538 1.500439 -0.014740 -0.000543 0.000222 -0.001028 -0.000000 -0.001292 -0.000751 0.305500 2.306296 8.209286 -2.306237 -8.465205
4.565000 3.572688 0.048606 0.271652 1.500434 -0.014738 -0.000543 0.000222 -0.001029 -0.000000 -0.001311 -0.000741 0.305432 2.307109 8.220820 -2.307050 -8.476739
4.570000 3.574211 0.048625 0.271766 1.500429 -0.014737 -0.000543 0.000221 -0.001029 -0.000000 -0.001329 -0.000732 0.305364 2.307920 8.232358 -2.307862 -8.488276
4.575000 3.575733 0.048643 0.271880 1.500424 -0.014736 -0.000543 0.000221 -0.001030 -0.000000 -0.001346 -0.000724 0.305296 2.308732 8.243899 -2.308674 -8.499817
4.580000 3.577255 0.048662 0.271994 1.500419 -0.014735 -0.000544 0.000222 -0.001031 -0.000000 -0.001362 -0.000715 0.305229 2.309542 8.255445 -2.309486 -8.511363
4.585000 3.578777 0.048681 0.272108 1.500414 -0.014734 -0.000544 0.000221 -0.001031 -0.000000 -0.001378 -0.000707 0.305161 2.310353 8.266995 -2.310297 -8.522912
4.590000 3.580298 0.048700 0.272223 1.500409 -0.014733 -0.000544 0.000222 -0.001032 -0.000000 -0.001393 -0.000700 0.305093 2.311163 8.278548 -2.311107 -8.534466
4.595000 3.581819 0.048719 0.272337 1.500403 -0.014732 -0.000544 0.000221 -0.001032 -0.000000 -0.001407 -0.000692 0.305025 2.311972 8.290106 -2.311918 -8.546023
4.600000 3.583340 0.048738 0.272451 1.500398 -0.014731 -0.000544 0.000221 -0.001033 -0.000000 -0.001421 -0.000685 0.304957 2.312781 8.301668 -2.312728 -8.557585
4.605000 3.584860 0.048757 0.272565 1.500393 -0.014730 -0.000544 0.000221 -0.001034 -0.000000 -0.001434 -0.000679 0.304890 2.313590 8.313234 -2.313537 -8.569150
4.610000 3.586380 0.048776 0.272680 1.500388 -0.014728 -0.000544 0.000220 -0.001034 -0.000000 -0.001448 -0.000672 0.304822 2.314398 8.324804 -2.314346 -8.580720
4.615000 3.587899 0.048796 0.272794 1.500383 -0.014727 -0.000544 0.000220 -0.001034 -0.000000 -0.001460 -0.000666 0.304754 2.315206 8.336378 -2.315154 -8.592294
4.620000 3.589418 0.048815 0.272909 1.500378 -0.014726 -0.000544 0.000221 -0.001035 -0.000000 -0.001473 -0.000661 0.304687 2.316013 8.347956 -2.315962 -8.603872
4.625000 3.590937 0.048834 0.273023 1.500372 -0.014725 -0.000544 0.000221 -0.001036 -0.000000 -0.001485 -0.000655 0.304619 2.316820 8.359538 -2.316770 -8.615454
4.630000 3.592456 0.048853 0.273138 1.500367 -0.014724 -0.000544 0.000221 -0.001037 -0.000000 -0.001497 -0.000650 0.304552 2.317627 8.371124 -2.317577 -8.627039
4.635000 3.593974 0.048872 0.273253 1.500362 -0.014723 -0.000544 0.000221 -0.001037 -0.000000 -0.001508 -0.000646 0.304484 2.318433 8.382714 -2.318384 -8.638629
4.640000 3.595492 0.048891 0.273367 1.500357 -0.014722 -0.000544 0.000221 -0.001038 -0.000000 -0.001519 -0.000643 0.304417 2.319239 8.394309 -2.319189 -8.650223
4.645000 3.597009 0.048911 0.273482 1.500352 -0.014721 -0.000544 0.000220 -0.001038 -0.000000 -0.001529 -0.000641 0.304349 2.320045 8.405907 -2.319994 -8.661821
4.650000 3.598526 0.048930 0.273597 1.500346 -0.014720 -0.000545 0.000220 -0.001038 -0.000000 -0.001538 -0.000641 0.304282 2.320851 8.417509 -2.320799 -8.673423
4.655000 3.600043 0.048949 0.273712 1.500341 -0.014719 -0.000545 0.000220 -0.001038 -0.000000 -0.001547 -0.000642 0.304215 2.321657 8.429115 -2.321603 -8.685029
