time x1 x2 x3 theta gamma beta w1 w2 w3 u1 u2 u3 p3 fi3 q3 sy3
3.160000 3.130443 0.043221 0.241270 1.502085 -0.015056 -0.000519 0.000230 -0.001375 -0.000000 0.003235 -0.000955 0.326246 2.058010 5.149084 -2.057941 -5.405082
3.165000 3.132071 0.043240 0.241366 1.502078 -0.015055 -0.000519 0.000230 -0.001371 -0.000000 0.003190 -0.000956 0.326165 2.058981 5.159377 -2.058913 -5.415374
3.170000 3.133699 0.043260 0.241462 1.502071 -0.015054 -0.000519 0.000230 -0.001368 -0.000000 0.003145 -0.000956 0.326084 2.059953 5.169674 -2.059884 -5.425671
3.175000 3.135326 0.043280 0.241559 1.502064 -0.015053 -0.000519 0.000230 -0.001366 -0.000000 0.003101 -0.000956 0.326003 2.060923 5.179976 -2.060854 -5.435973
3.180000 3.136953 0.043300 0.241655 1.502057 -0.015052 -0.000519 0.000230 -0.001362 -0.000000 0.003057 -0.000956 0.325922 2.061893 5.190283 -2.061823 -5.446279
3.185000 3.138579 0.043319 0.241752 1.502051 -0.015051 -0.000519 0.000230 -0.001359 -0.000000 0.003014 -0.000956 0.325841 2.062862 5.200595 -2.062792 -5.456591
3.190000 3.140205 0.043339 0.241849 1.502044 -0.015050 -0.000519 0.000230 -0.001356 -0.000000 0.002971 -0.000956 0.325760 2.063830 5.210912 -2.063760 -5.466907
3.195000 3.141831 0.043359 0.241946 1.502037 -0.015048 -0.000519 0.000230 -0.001353 -0.000000 0.002928 -0.000956 0.325679 2.064797 5.221233 -2.064727 -5.477228
3.200000 3.143456 0.043378 0.242044 1.502030 -0.015047 -0.000520 0.000230 -0.001350 -0.000000 0.002887 -0.000955 0.325599 2.065764 5.231560 -2.065693 -5.487554
3.205000 3.145081 0.043398 0.242141 1.502024 -0.015046 -0.000520 0.000230 -0.001348 -0.000000 0.002845 -0.000955 0.325518 2.066730 5.241891 -2.066659 -5.497885
3.210000 3.146705 0.043418 0.242239 1.502017 -0.015045 -0.000520 0.000230 -0.001345 -0.000000 0.002804 -0.000955 0.325438 2.067695 5.252227 -2.067624 -5.508221
3.215000 3.148329 0.043438 0.242337 1.502010 -0.015044 -0.000520 0.000230 -0.001342 -0.000000 0.002764 -0.000954 0.325357 2.068660 5.262568 -2.068588 -5.518562
3.220000 3.149953 0.043457 0.242435 1.502003 -0.015043 -0.000520 0.000230 -0.001340 -0.000000 0.002724 -0.000954 0.325277 2.069624 5.272914 -2.069552 -5.528907
3.225000 3.151576 0.043477 0.242533 1.501997 -0.015042 -0.000520 0.000230 -0.001336 -0.000000 0.002685 -0.000953 0.325196 2.070587 5.283264 -2.070514 -5.539257
3.230000 3.153199 0.043497 0.242632 1.501990 -0.015040 -0.000520 0.000230 -0.001333 -0.000000 0.002646 -0.000953 0.325116 2.071549 5.293620 -2.071477 -5.549612
3.235000 3.154821 0.043516 0.242730 1.501983 -0.015039 -0.000520 0.000230 -0.001331 -0.000000 0.002607 -0.000952 0.325036 2.072511 5.303980 -2.072438 -5.559972
3.240000 3.156443 0.043536 0.242829 1.501977 -0.015038 -0.000520 0.000230 -0.001328 -0.000000 0.002569 -0.000951 0.324956 2.073472 5.314345 -2.073399 -5.570336
3.245000 3.158065 0.043556 0.242928 1.501970 -0.015037 -0.000520 0.000230 -0.001326 -0.000000 0.002531 -0.000950 0.324875 2.074432 5.324714 -2.074359 -5.580706
3.250000 3.159686 0.043575 0.243027 1.501963 -0.015036 -0.000521 0.000230 -0.001323 -0.000000 0.002494 -0.000950 0.324795 2.075392 5.335089 -2.075318 -5.591080
3.255000 3.161306 0.043595 0.243127 1.501957 -0.015035 -0.000521 0.000230 -0.001320 -0.000000 0.002457 -0.000949 0.324715 2.076351 5.345468 -2.076277 -5.601459
3.260000 3.162927 0.043615 0.243226 1.501950 -0.015033 -0.000521 0.000230 -0.001317 -0.000000 0.002421 -0.000948 0.324635 2.077309 5.355852 -2.077235 -5.611843
3.265000 3.164547 0.043634 0.243326 1.501944 -0.015032 -0.000521 0.000230 -0.001315 -0.000000 0.002385 -0.000947 0.324556 2.078266 5.366241 -2.078192 -5.622231
3.270000 3.166166 0.043654 0.243426 1.501937 -0.015031 -0.000521 0.000230 -0.001313 -0.000000 0.002350 -0.000946 0.324476 2.079223 5.376635 -2.079148 -5.632625
3.275000 3.167785 0.043674 0.243526 1.501931 -0.015030 -0.000521 0.000230 -0.001310 -0.000000 0.002315 -0.000945 0.324396 2.080179 5.387034 -2.080104 -5.643023
3.280000 3.169404 0.043693 0.243626 1.501924 -0.015029 -0.000521 0.000230 -0.001308 -0.000000 0.002280 -0.000944 0.324316 2.081134 5.397437 -2.081059 -5.653426
3.285000 3.171022 0.043713 0.243726 1.501917 -0.015028 -0.000521 0.000230 -0.001305 -0.000000 0.002246 -0.000943 0.324237 2.082089 5.407845 -2.082014 -5.663833
3.290000 3.172640 0.043733 0.243827 1.501911 -0.015027 -0.000521 0.000230 -0.001303 -0.000000 0.002212 -0.000942 0.324157 2.083043 5.418258 -2.082967 -5.674246
3.295000 3.174257 0.043752 0.243927 1.501904 -0.015025 -0.000521 0.000229 -0.001302 -0.000000 0.002178 -0.000940 0.324078 2.083996 5.428675 -2.083921 -5.684663
3.300000 3.175874 0.043772 0.244028 1.501898 -0.015024 -0.000521 0.000230 -0.001299 -0.000000 0.002145 -0.000939 0.323998 2.084948 5.439098 -2.084873 -5.695085
3.305000 3.177491 0.043791 0.244129 1.501891 -0.015023 -0.000522 0.000230 -0.001296 -0.000000 0.002112 -0.000938 0.323919 2.085900 5.449525 -2.085825 -5.705512
3.310000 3.179107 0.043811 0.244230 1.501885 -0.015022 -0.000522 0.000230 -0.001294 -0.000000 0.002079 -0.000937 0.323839 2.086851 5.459957 -2.086776 -5.715943
3.315000 3.180722 0.043831 0.244331 1.501879 -0.015021 -0.000522 0.000230 -0.001292 -0.000000 0.002047 -0.000935 0.323760 2.087801 5.470393 -2.087726 -5.726380
3.320000 3.182338 0.043850 0.244432 1.501872 -0.015020 -0.000522 0.000229 -0.001291 -0.000000 0.002015 -0.000934 0.323681 2.088751 5.480835 -2.088676 -5.736821
3.325000 3.183953 0.043870 0.244534 1.501866 -0.015019 -0.000522 0.000229 -0.001288 -0.000000 0.001984 -0.000933 0.323602 2.089700 5.491281 -2.089625 -5.747266
3.330000 3.185567 0.043890 0.244635 1.501859 -0.015017 -0.000522 0.000230 -0.001286 -0.000000 0.001952 -0.000932 0.323522 2.090648 5.501732 -2.090573 -5.757717
3.335000 3.187181 0.043909 0.244737 1.501853 -0.015016 -0.000522 0.000230 -0.001284 -0.000000 0.001921 -0.000930 0.323443 2.091595 5.512187 -2.091521 -5.768172
3.340000 3.188795 0.043929 0.244839 1.501846 -0.015015 -0.000522 0.000230 -0.001282 -0.000000 0.001890 -0.000929 0.323364 2.092542 5.522648 -2.092468 -5.778632
3.345000 3.190408 0.043948 0.244941 1.501840 -0.015014 -0.000522 0.000229 -0.001280 -0.000000 0.001860 -0.000928 0.323285 2.093488 5.533113 -2.093415 -5.789097
3.350000 3.192021 0.043968 0.245043 1.501834 -0.015013 -0.000522 0.000229 -0.001278 -0.000000 0.001829 -0.000927 0.323206 2.094434 5.543583 -2.094361 -5.799566
3.355000 3.193634 0.043988 0.245146 1.501827 -0.015012 -0.000523 0.000229 -0.001276 -0.000000 0.001799 -0.000925 0.323128 2.095378 5.554057 -2.095306 -5.810040
3.360000 3.195246 0.044007 0.245248 1.501821 -0.015011 -0.000523 0.000229 -0.001274 -0.000000 0.001768 -0.000924 0.323049 2.096322 5.564536 -2.096250 -5.820519
3.365000 3.196858 0.044027 0.245351 1.501814 -0.015009 -0.000523 0.000229 -0.001273 -0.000000 0.001738 -0.000923 0.322970 2.097266 5.575020 -2.097194 -5.831003
3.370000 3.198469 0.044047 0.245453 1.501808 -0.015008 -0.000523 0.000229 -0.001271 -0.000000 0.001707 -0.000923 0.322891 2.098208 5.585509 -2.098138 -5.841491
3.375000 3.200080 0.044066 0.245556 1.501802 -0.015007 -0.000523 0.000229 -0.001269 -0.000000 0.001677 -0.000922 0.322813 2.099150 5.596002 -2.099080 -5.851984
3.380000 3.201690 0.044086 0.245659 1.501795 -0.015006 -0.000523 0.000229 -0.001268 -0.000000 0.001646 -0.000921 0.322734 2.100091 5.606501 -2.100022 -5.862482
3.385000 3.203300 0.044105 0.245762 1.501789 -0.015005 -0.000523 0.000229 -0.001267 -0.000000 0.001615 -0.000921 0.322655 2.101031 5.617003 -2.100964 -5.872985
3.390000 3.204910 0.044125 0.245865 1.501783 -0.015004 -0.000523 0.000228 -0.001265 -0.000000 0.001584 -0.000921 0.322577 2.101970 5.627511 -2.101905 -5.883492
3.395000 3.206519 0.044145 0.245969 1.501776 -0.015003 -0.000523 0.000229 -0.001263 -0.000000 0.001553 -0.000921 0.322498 2.102909 5.638023 -2.102845 -5.894004
3.400000 3.208128 0.044164 0.246072 1.501770 -0.015001 -0.000523 0.000229 -0.001262 -0.000000 0.001521 -0.000921 0.322420 2.103847 5.648540 -2.103785 -5.904520
3.405000 3.209737 0.044184 0.246176 1.501764 -0.015000 -0.000524 0.000229 -0.001260 -0.000000 0.001489 -0.000922 0.322341 2.104784 5.659061 -2.104724 -5.915041
3.410000 3.211345 0.044203 0.246280 1.501757 -0.014999 -0.000524 0.000229 -0.001259 -0.000000 0.001457 -0.000923 0.322263 2.105721 5.669588 -2.105663 -5.925567
3.415000 3.212952 0.044223 0.246384 1.501751 -0.014998 -0.000524 0.000228 -0.001258 -0.000000 0.001424 -0.000924 0.322185 2.106657 5.680119 -2.106601 -5.936098
3.420000 3.214560 0.044242 0.246488 1.501745 -0.014997 -0.000524 0.000228 -0.001257 -0.000000 0.001390 -0.000926 0.322107 2.107592 5.690654 -2.107539 -5.946633
3.425000 3.216167 0.044262 0.246592 1.501739 -0.014996 -0.000524 0.000228 -0.001255 -0.000000 0.001357 -0.000928 0.322028 2.108526 5.701195 -2.108475 -5.957173
3.430000 3.217773 0.044281 0.246697 1.501732 -0.014995 -0.000524 0.000229 -0.001254 -0.000000 0.001322 -0.000930 0.321950 2.109460 5.711740 -2.109412 -5.967718
3.435000 3.219379 0.044301 0.246801 1.501726 -0.014993 -0.000524 0.000228 -0.001253 -0.000000 0.001288 -0.000933 0.321872 2.110393 5.722289 -2.110347 -5.978268
3.440000 3.220985 0.044320 0.246906 1.501720 -0.014992 -0.000524 0.000228 -0.001252 -0.000000 0.001252 -0.000936 0.321794 2.111326 5.732844 -2.111282 -5.988822
3.445000 3.222590 0.044340 0.247011 1.501714 -0.014991 -0.000524 0.000227 -0.001251 -0.000000 0.001217 -0.000939 0.321716 2.112257 5.743402 -2.112217 -5.999380
3.450000 3.224195 0.044359 0.247116 1.501707 -0.014990 -0.000524 0.000228 -0.001250 -0.000000 0.001180 -0.000943 0.321638 2.113189 5.753966 -2.113151 -6.009944
3.455000 3.225799 0.044378 0.247221 1.501701 -0.014989 -0.000524 0.000228 -0.001249 -0.000000 0.001143 -0.000947 0.321560 2.114119 5.764534 -2.114084 -6.020512
3.460000 3.227403 0.044398 0.247326 1.501695 -0.014988 -0.000525 0.000228 -0.001248 -0.000000 0.001106 -0.000951 0.321482 2.115049 5.775107 -2.115016 -6.031085
3.465000 3.229007 0.044417 0.247432 1.501689 -0.014987 -0.000525 0.000228 -0.001247 -0.000000 0.001068 -0.000955 0.321404 2.115978 5.785685 -2.115948 -6.041662
3.470000 3.230610 0.044436 0.247538 1.501682 -0.014985 -0.000525 0.000227 -0.001246 -0.000000 0.001029 -0.000960 0.321326 2.116907 5.796267 -2.116879 -6.052244
3.475000 3.232213 0.044456 0.247644 1.501676 -0.014984 -0.000525 0.000227 -0.001246 -0.000000 0.000990 -0.000964 0.321248 2.117836 5.806854 -2.117810 -6.062831
3.480000 3.233815 0.044475 0.247750 1.501670 -0.014983 -0.000525 0.000228 -0.001245 -0.000000 0.000950 -0.000968 0.321171 2.118763 5.817445 -2.118739 -6.073422
3.485000 3.235418 0.044494 0.247856 1.501664 -0.014982 -0.000525 0.000228 -0.001244 -0.000000 0.000909 -0.000972 0.321093 2.119691 5.828042 -2.119668 -6.084018
3.490000 3.237019 0.044513 0.247962 1.501657 -0.014981 -0.000525 0.000228 -0.001243 -0.000000 0.000868 -0.000976 0.321015 2.120617 5.838642 -2.120597 -6.094619
3.495000 3.238620 0.044532 0.248069 1.501651 -0.014980 -0.000525 0.000228 -0.001243 -0.000000 0.000827 -0.000980 0.320937 2.121544 5.849248 -2.121524 -6.105224
3.500000 3.240221 0.044552 0.248176 1.501645 -0.014979 -0.000525 0.000228 -0.001242 -0.000000 0.000785 -0.000983 0.320860 2.122470 5.859858 -2.122451 -6.115834
3.505000 3.241822 0.044571 0.248283 1.501639 -0.014978 -0.000525 0.000228 -0.001242 -0.000000 0.000742 -0.000986 0.320782 2.123395 5.870472 -2.123377 -6.126449
3.510000 3.243422 0.044590 0.248390 1.501633 -0.014976 -0.000525 0.000228 -0.001241 -0.000000 0.000700 -0.000988 0.320705 2.124320 5.881092 -2.124302 -6.137068
3.515000 3.245021 0.044609 0.248497 1.501626 -0.014975 -0.000526 0.000228 -0.001241 -0.000000 0.000657 -0.000990 0.320627 2.125245 5.891716 -2.125226 -6.147692
3.520000 3.246621 0.044628 0.248605 1.501620 -0.014974 -0.000526 0.000228 -0.001240 -0.000000 0.000614 -0.000990 0.320550 2.126169 5.902344 -2.126150 -6.158320
3.525000 3.248219 0.044647 0.248713 1.501614 -0.014973 -0.000526 0.000228 -0.001240 -0.000000 0.000571 -0.000991 0.320473 2.127093 5.912977 -2.127073 -6.168953
3.530000 3.249818 0.044666 0.248821 1.501608 -0.014972 -0.000526 0.000228 -0.001240 -0.000000 0.000528 -0.000990 0.320395 2.128017 5.923615 -2.127995 -6.179591
3.535000 3.251416 0.044685 0.248929 1.501602 -0.014971 -0.000526 0.000227 -0.001239 -0.000000 0.000486 -0.000988 0.320318 2.128940 5.934257 -2.128916 -6.190233
3.540000 3.253013 0.044704 0.249038 1.501595 -0.014970 -0.000526 0.000227 -0.001239 -0.000000 0.000444 -0.000985 0.320241 2.129863 5.944904 -2.129837 -6.200880
3.545000 3.254611 0.044723 0.249146 1.501589 -0.014968 -0.000526 0.000227 -0.001239 -0.000000 0.000402 -0.000980 0.320164 2.130785 5.955556 -2.130757 -6.211532
3.550000 3.256207 0.044742 0.249255 1.501583 -0.014967 -0.000526 0.000227 -0.001239 -0.000000 0.000361 -0.000975 0.320087 2.131707 5.966212 -2.131676 -6.222188
3.555000 3.257804 0.044761 0.249364 1.501577 -0.014966 -0.000526 0.000227 -0.001238 -0.000000 0.000321 -0.000968 0.320010 2.132629 5.976873 -2.132594 -6.232848
3.560000 3.259400 0.044780 0.249473 1.501571 -0.014965 -0.000526 0.000227 -0.001238 -0.000000 0.000281 -0.000961 0.319933 2.133550 5.987539 -2.133512 -6.243514
3.565000 3.260996 0.044800 0.249582 1.501564 -0.014964 -0.000526 0.000227 -0.001238 -0.000000 0.000242 -0.000952 0.319856 2.134470 5.998209 -2.134429 -6.254183
3.570000 3.262591 0.044819 0.249692 1.501558 -0.014963 -0.000527 0.000227 -0.001238 -0.000000 0.000203 -0.000943 0.319779 2.135390 6.008883 -2.135346 -6.264858
3.575000 3.264186 0.044838 0.249802 1.501552 -0.014962 -0.000527 0.000227 -0.001238 -0.000000 0.000166 -0.000932 0.319702 2.136310 6.019563 -2.136262 -6.275537
3.580000 3.265780 0.044857 0.249911 1.501546 -0.014961 -0.000527 0.000227 -0.001238 -0.000000 0.000129 -0.000921 0.319625 2.137229 6.030246 -2.137177 -6.286220
3.585000 3.267374 0.044877 0.250021 1.501540 -0.014959 -0.000527 0.000227 -0.001238 -0.000000 0.000092 -0.000909 0.319549 2.138147 6.040935 -2.138092 -6.296909
3.590000 3.268968 0.044896 0.250132 1.501533 -0.014958 -0.000527 0.000227 -0.001238 -0.000000 0.000057 -0.000897 0.319472 2.139064 6.051628 -2.139007 -6.307601
3.595000 3.270561 0.044915 0.250242 1.501527 -0.014957 -0.000527 0.000227 -0.001239 -0.000000 0.000022 -0.000884 0.319395 2.139981 6.062325 -2.139921 -6.318299
3.600000 3.272154 0.044935 0.250352 1.501521 -0.014956 -0.000527 0.000227 -0.001238 -0.000000 -0.000011 -0.000871 0.319319 2.140897 6.073028 -2.140835 -6.329001
3.605000 3.273746 0.044954 0.250463 1.501515 -0.014955 -0.000527 0.000226 -0.001238 -0.000000 -0.000044 -0.000858 0.319242 2.141812 6.083734 -2.141749 -6.339707
3.610000 3.275338 0.044974 0.250574 1.501509 -0.014954 -0.000527 0.000226 -0.001238 -0.000000 -0.000076 -0.000846 0.319166 2.142727 6.094446 -2.142662 -6.350418
3.615000 3.276930 0.044994 0.250685 1.501502 -0.014953 -0.000527 0.000226 -0.001239 -0.000000 -0.000106 -0.000833 0.319090 2.143641 6.105162 -2.143575 -6.361134
3.620000 3.278521 0.045013 0.250796 1.501496 -0.014951 -0.000528 0.000227 -0.001239 -0.000000 -0.000136 -0.000821 0.319013 2.144554 6.115882 -2.144487 -6.371854
3.625000 3.280112 0.045033 0.250907 1.501490 -0.014950 -0.000528 0.000227 -0.001239 -0.000000 -0.000165 -0.000810 0.318937 2.145466 6.126607 -2.145400 -6.382579
3.630000 3.281703 0.045053 0.251018 1.501484 -0.014949 -0.000528 0.000226 -0.001239 -0.000000 -0.000192 -0.000799 0.318861 2.146377 6.137337 -2.146311 -6.393308
3.635000 3.283293 0.045073 0.251130 1.501478 -0.014948 -0.000528 0.000226 -0.001239 -0.000000 -0.000219 -0.000788 0.318785 2.147288 6.148071 -2.147222 -6.404042
3.640000 3.284882 0.045093 0.251241 1.501471 -0.014947 -0.000528 0.000226 -0.001239 -0.000000 -0.000245 -0.000778 0.318709 2.148198 6.158810 -2.148133 -6.414780
3.645000 3.286472 0.045113 0.251353 1.501465 -0.014946 -0.000528 0.000226 -0.001239 -0.000000 -0.000270 -0.000768 0.318633 2.149108 6.169553 -2.149043 -6.425523
3.650000 3.288061 0.045133 0.251465 1.501459 -0.014945 -0.000528 0.000226 -0.001239 -0.000000 -0.000295 -0.000758 0.318557 2.150017 6.180301 -2.149953 -6.436270
3.655000 3.289649 0.045153 0.251577 1.501453 -0.014944 -0.000528 0.000226 -0.001239 -0.000000 -0.000319 -0.000749 0.318481 2.150925 6.191053 -2.150862 -6.447022
3.660000 3.291237 0.045173 0.251689 1.501447 -0.014942 -0.000528 0.000225 -0.001239 -0.000000 -0.000342 -0.000740 0.318405 2.151833 6.201810 -2.151770 -6.457779
3.665000 3.292825 0.045193 0.251801 1.501440 -0.014941 -0.000528 0.000226 -0.001239 -0.000000 -0.000365 -0.000731 0.318329 2.152740 6.212572 -2.152678 -6.468540
3.670000 3.294412 0.045213 0.251913 1.501434 -0.014940 -0.000528 0.000226 -0.001239 -0.000000 -0.000387 -0.000723 0.318253 2.153647 6.223337 -2.153585 -6.479306
3.675000 3.295999 0.045233 0.252025 1.501428 -0.014939 -0.000529 0.000225 -0.001239 -0.000000 -0.000408 -0.000715 0.318177 2.154553 6.234108 -2.154492 -6.490076
3.680000 3.297586 0.045253 0.252137 1.501422 -0.014938 -0.000529 0.000225 -0.001239 -0.000000 -0.000429 -0.000708 0.318101 2.155459 6.244883 -2.155398 -6.500851
3.685000 3.299172 0.045274 0.252250 1.501416 -0.014937 -0.000529 0.000225 -0.001239 -0.000000 -0.000450 -0.000702 0.318026 2.156364 6.255663 -2.156303 -6.511630
3.690000 3.300758 0.045294 0.252362 1.501409 -0.014936 -0.000529 0.000225 -0.001239 -0.000000 -0.000470 -0.000696 0.317950 2.157269 6.266447 -2.157208 -6.522414
3.695000 3.302344 0.045314 0.252475 1.501403 -0.014935 -0.000529 0.000225 -0.001239 -0.000000 -0.000488 -0.000692 0.317874 2.158174 6.277235 -2.158112 -6.533202
3.700000 3.303929 0.045334 0.252588 1.501397 -0.014933 -0.000529 0.000225 -0.001239 -0.000000 -0.000507 -0.000689 0.317799 2.159078 6.288028 -2.159015 -6.543995
3.705000 3.305513 0.045355 0.252700 1.501391 -0.014932 -0.000529 0.000225 -0.001239 -0.000000 -0.000524 -0.000687 0.317724 2.159982 6.298826 -2.159917 -6.554792
3.710000 3.307098 0.045375 0.252813 1.501385 -0.014931 -0.000529 0.000224 -0.001239 -0.000000 -0.000540 -0.000687 0.317648 2.160885 6.309628 -2.160818 -6.565594
3.715000 3.308681 0.045395 0.252926 1.501378 -0.014930 -0.000529 0.000224 -0.001238 -0.000000 -0.000555 -0.000687 0.317573 2.161788 6.320435 -2.161719 -6.576400
3.720000 3.310265 0.045416 0.253039 1.501372 -0.014929 -0.000529 0.000225 -0.001239 -0.000000 -0.000570 -0.000690 0.317498 2.162691 6.331246 -2.162619 -6.587211
3.725000 3.311848 0.045436 0.253152 1.501366 -0.014928 -0.000529 0.000225 -0.001238 -0.000000 -0.000583 -0.000693 0.317423 2.163593 6.342062 -2.163518 -6.598027
3.730000 3.313431 0.045456 0.253265 1.501360 -0.014927 -0.000530 0.000225 -0.001238 -0.000000 -0.000594 -0.000697 0.317348 2.164495 6.352882 -2.164417 -6.608846
3.735000 3.315013 0.045476 0.253378 1.501354 -0.014926 -0.000530 0.000225 -0.001238 -0.000000 -0.000604 -0.000702 0.317273 2.165396 6.363707 -2.165316 -6.619671
3.740000 3.316595 0.045496 0.253491 1.501348 -0.014925 -0.000530 0.000224 -0.001237 -0.000000 -0.000613 -0.000708 0.317198 2.166297 6.374536 -2.166214 -6.630500
3.745000 3.318177 0.045516 0.253604 1.501341 -0.014923 -0.000530 0.000225 -0.001237 -0.000000 -0.000619 -0.000714 0.317123 2.167196 6.385370 -2.167112 -6.641333
3.750000 3.319758 0.045537 0.253717 1.501335 -0.014922 -0.000530 0.000225 -0.001236 -0.000000 -0.000623 -0.000720 0.317048 2.168095 6.396208 -2.168009 -6.652171
3.755000 3.321339 0.045557 0.253830 1.501329 -0.014921 -0.000530 0.000225 -0.001236 -0.000000 -0.000626 -0.000727 0.316973 2.168994 6.407051 -2.168906 -6.663013
3.760000 3.322920 0.045577 0.253944 1.501323 -0.014920 -0.000530 0.000225 -0.001235 -0.000000 -0.000626 -0.000733 0.316899 2.169891 6.417898 -2.169803 -6.673860
3.765000 3.324500 0.045597 0.254057 1.501317 -0.014919 -0.000530 0.000225 -0.001235 -0.000000 -0.000625 -0.000740 0.316824 2.170788 6.428750 -2.170699 -6.684711
3.770000 3.326080 0.045616 0.254170 1.501310 -0.014918 -0.000530 0.000225 -0.001234 -0.000000 -0.000621 -0.000747 0.316749 2.171685 6.439606 -2.171595 -6.695567
3.775000 3.327659 0.045636 0.254283 1.501304 -0.014917 -0.000530 0.000225 -0.001233 -0.000000 -0.000616 -0.000753 0.316675 2.172580 6.450466 -2.172490 -6.706427
3.780000 3.329238 0.045656 0.254396 1.501298 -0.014916 -0.000530 0.000224 -0.001233 -0.000000 -0.000608 -0.000760 0.316600 2.173475 6.461332 -2.173385 -6.717292
3.785000 3.330817 0.045676 0.254509 1.501292 -0.014914 -0.000531 0.000224 -0.001232 -0.000000 -0.000599 -0.000766 0.316526 2.174370 6.472201 -2.174280 -6.728161
3.790000 3.332395 0.045696 0.254622 1.501286 -0.014913 -0.000531 0.000225 -0.001231 -0.000000 -0.000588 -0.000772 0.316451 2.175263 6.483075 -2.175175 -6.739034
3.795000 3.333973 0.045715 0.254734 1.501280 -0.014912 -0.000531 0.000225 -0.001230 -0.000000 -0.000576 -0.000777 0.316377 2.176156 6.493954 -2.176069 -6.749913
3.800000 3.335550 0.045735 0.254847 1.501273 -0.014911 -0.000531 0.000224 -0.001229 -0.000000 -0.000561 -0.000783 0.316303 2.177048 6.504837 -2.176962 -6.760795
3.805000 3.337128 0.045755 0.254960 1.501267 -0.014910 -0.000531 0.000224 -0.001228 -0.000000 -0.000546 -0.000788 0.316228 2.177940 6.515724 -2.177855 -6.771682
3.810000 3.338704 0.045774 0.255072 1.501261 -0.014909 -0.000531 0.000225 -0.001227 -0.000000 -0.000529 -0.000793 0.316154 2.178831 6.526616 -2.178748 -6.782574
3.815000 3.340281 0.045794 0.255185 1.501255 -0.014908 -0.000531 0.000225 -0.001226 -0.000000 -0.000511 -0.000797 0.316080 2.179722 6.537513 -2.179640 -6.793470
3.820000 3.341857 0.045814 0.255297 1.501249 -0.014907 -0.000531 0.000225 -0.001225 -0.000000 -0.000492 -0.000801 0.316005 2.180612 6.548413 -2.180532 -6.804370
3.825000 3.343433 0.045833 0.255409 1.501243 -0.014905 -0.000531 0.000224 -0.001224 -0.000000 -0.000473 -0.000805 0.315931 2.181501 6.559319 -2.181423 -6.815275
3.830000 3.345008 0.045853 0.255521 1.501237 -0.014904 -0.000531 0.000224 -0.001222 -0.000000 -0.000452 -0.000808 0.315857 2.182390 6.570228 -2.182314 -6.826184
3.835000 3.346583 0.045872 0.255633 1.501231 -0.014903 -0.000531 0.000225 -0.001222 -0.000000 -0.000432 -0.000811 0.315783 2.183278 6.581143 -2.183204 -6.837098
3.840000 3.348158 0.045892 0.255745 1.501224 -0.014902 -0.000532 0.000225 -0.001220 -0.000000 -0.000410 -0.000814 0.315709 2.184165 6.592061 -2.184093 -6.848016
3.845000 3.349732 0.045911 0.255857 1.501218 -0.014901 -0.000532 0.000225 -0.001219 -0.000000 -0.000389 -0.000816 0.315634 2.185052 6.602984 -2.184982 -6.858939
3.850000 3.351306 0.045930 0.255968 1.501212 -0.014900 -0.000532 0.000225 -0.001218 -0.000000 -0.000367 -0.000818 0.315560 2.185938 6.613912 -2.185871 -6.869866
3.855000 3.352880 0.045950 0.256080 1.501206 -0.014899 -0.000532 0.000224 -0.001216 -0.000000 -0.000346 -0.000820 0.315486 2.186824 6.624844 -2.186758 -6.880798
3.860000 3.354453 0.045969 0.256191 1.501200 -0.014898 -0.000532 0.000225 -0.001215 -0.000000 -0.000325 -0.000822 0.315412 2.187710 6.635780 -2.187645 -6.891734
3.865000 3.356026 0.045989 0.256302 1.501194 -0.014896 -0.000532 0.000225 -0.001214 -0.000000 -0.000303 -0.000823 0.315338 2.188594 6.646721 -2.188532 -6.902674
3.870000 3.357598 0.046008 0.256413 1.501188 -0.014895 -0.000532 0.000226 -0.001212 -0.000000 -0.000283 -0.000825 0.315265 2.189479 6.657666 -2.189418 -6.913619
3.875000 3.359170 0.046027 0.256524 1.501182 -0.014894 -0.000532 0.000226 -0.001211 -0.000000 -0.000262 -0.000826 0.315191 2.190362 6.668616 -2.190303 -6.924568
3.880000 3.360742 0.046047 0.256635 1.501176 -0.014893 -0.000532 0.000226 -0.001209 -0.000000 -0.000242 -0.000828 0.315117 2.191246 6.679570 -2.191187 -6.935522
3.885000 3.362313 0.046066 0.256746 1.501170 -0.014892 -0.000532 0.000226 -0.001207 -0.000000 -0.000223 -0.000829 0.315043 2.192128 6.690528 -2.192071 -6.946480
3.890000 3.363884 0.046085 0.256857 1.501164 -0.014891 -0.000532 0.000226 -0.001206 -0.000000 -0.000204 -0.000830 0.314969 2.193011 6.701491 -2.192955 -6.957443
3.895000 3.365455 0.046105 0.256967 1.501158 -0.014890 -0.000533 0.000226 -0.001204 -0.000000 -0.000186 -0.000832 0.314896 2.193892 6.712458 -2.193837 -6.968410
3.900000 3.367025 0.046124 0.257078 1.501152 -0.014889 -0.000533 0.000226 -0.001202 -0.000000 -0.000169 -0.000833 0.314822 2.194774 6.723430 -2.194719 -6.979381
3.905000 3.368595 0.046143 0.257188 1.501146 -0.014887 -0.000533 0.000226 -0.001200 -0.000000 -0.000152 -0.000834 0.314748 2.195654 6.734406 -2.195600 -6.990357
